X,CH1,CH2
1801,0.29848911,0.62682714
1802,0.32763924,0.68804241
1803,0.35648071,0.74860948
1804,0.38498634,0.80847131
1805,0.41312928,0.86757148
1806,0.44088301,0.92585433
1807,0.46822140,0.98326494
1808,0.49511869,1.03974924
1809,0.52154953,1.09525401
1810,0.54748902,1.14972695
1811,0.57291274,1.20311675
1812,0.59779672,1.25537311
1813,0.62211753,1.30644681
1814,0.64585225,1.35628972
1815,0.66897852,1.40485490
1816,0.69147456,1.45209658
1817,0.71331917,1.49797026
1818,0.73449178,1.54243273
1819,0.75497243,1.58544209
1820,0.77474183,1.62695784
1821,0.79378136,1.66694085
1822,0.81207308,1.70535346
1823,0.82959976,1.74215949
1824,0.84634488,1.77732425
1825,0.86229268,1.81081463
1826,0.87742812,1.84259906
1827,0.89173696,1.87264761
1828,0.90520570,1.90093197
1829,0.91782166,1.92742548
1830,0.92957295,1.95210320
1831,0.94044851,1.97494188
1832,0.95043809,1.99591999
1833,0.95953227,2.01501777
1834,0.96772249,2.03221724
1835,0.97500104,2.04750218
1836,0.98136105,2.06085821
1837,0.98679654,2.07227273
1838,0.99130238,2.08173500
1839,0.99487433,2.08923609
1840,0.99750903,2.09476895
1841,0.99920398,2.09832836
1842,0.99995760,2.09991097
1843,0.99976918,2.09951528
1844,0.99863889,2.09714167
1845,0.99656780,2.09279237
1846,0.99355785,2.08647149
1847,0.98961189,2.07818498
1848,0.98473363,2.06794063
1849,0.97892767,2.05574812
1850,0.97219948,2.04161891
1851,0.96455539,2.02556633
1852,0.95600261,2.00760549
1853,0.94654920,1.98775331
1854,0.93620405,1.96602851
1855,0.92497692,1.94245154
1856,0.91287839,1.91704461
1857,0.89991984,1.88983167
1858,0.88611350,1.86083835
1859,0.87147236,1.83009195
1860,0.85601022,1.79762146
1861,0.83974165,1.76345746
1862,0.82268196,1.72763212
1863,0.80484725,1.69017922
1864,0.78625429,1.65113402
1865,0.76692062,1.61053331
1866,0.74686445,1.56841534
1867,0.72610467,1.52481980
1868,0.70466083,1.47978774
1869,0.68255314,1.43336160
1870,0.65980243,1.38558511
1871,0.63643014,1.33650328
1872,0.61245827,1.28616236
1873,0.58790941,1.23460976
1874,0.56280669,1.18189405
1875,0.53717376,1.12806490
1876,0.51103477,1.07317301
1877,0.48441434,1.01727011
1878,0.45733755,0.96040885
1879,0.42982991,0.90264280
1880,0.40191733,0.84402639
1881,0.37362611,0.78461483
1882,0.34498291,0.72446410
1883,0.31601470,0.66363087
1884,0.28674878,0.60217243
1885,0.25721272,0.54014670
1886,0.22743434,0.47761211
1887,0.19744170,0.41462756
1888,0.16726305,0.35125241
1889,0.13692683,0.28754634
1890,0.10646161,0.22356937
1891,0.07589609,0.15938179
1892,0.04525907,0.09504406
1893,0.01457942,0.03061678
1894,-0.01611397,-0.03383934
1895,-0.04679218,-0.09826357
1896,-0.07742630,-0.16259524
1897,-0.10798749,-0.22677373
1898,-0.13844694,-0.29073857
1899,-0.16877596,-0.35442952
1900,-0.19894598,-0.41778656
1901,-0.22892858,-0.48075002
1902,-0.25869551,-0.54326056
1903,-0.28821872,-0.60525931
1904,-0.31747041,-0.66668786
1905,-0.34642301,-0.72748832
1906,-0.37504925,-0.78760343
1907,-0.40332217,-0.84697656
1908,-0.43121512,-0.90555176
1909,-0.45870183,-0.96327385
1910,-0.48575641,-1.02008845
1911,-0.51235336,-1.07594205
1912,-0.53846763,-1.13078202
1913,-0.56407462,-1.18455670
1914,-0.58915020,-1.23721542
1915,-0.61367075,-1.28870858
1916,-0.63761318,-1.33898767
1917,-0.66095491,-1.38800532
1918,-0.68367397,-1.43571535
1919,-0.70574896,-1.48207281
1920,-0.72715907,-1.52703404
1921,-0.74788413,-1.57055667
1922,-0.76790462,-1.61259970
1923,-0.78720168,-1.65312353
1924,-0.80575713,-1.69208998
1925,-0.82355349,-1.72946233
1926,-0.84057399,-1.76520539
1927,-0.85680260,-1.79928547
1928,-0.87222403,-1.83167047
1929,-0.88682375,-1.86232988
1930,-0.90058801,-1.89123482
1931,-0.91350384,-1.91835806
1932,-0.92555907,-1.94367404
1933,-0.93674234,-1.96715892
1934,-0.94704312,-1.98879056
1935,-0.95645171,-2.00854860
1936,-0.96495924,-2.02641441
1937,-0.97255770,-2.04237117
1938,-0.97923992,-2.05640384
1939,-0.98499962,-2.06849921
1940,-0.98983137,-2.07864587
1941,-0.99373061,-2.08683428
1942,-0.99669367,-2.09305670
1943,-0.99871776,-2.09730730
1944,-0.99980098,-2.09958205
1945,-0.99994229,-2.09987882
1946,-0.99914158,-2.09819732
1947,-0.99739959,-2.09453914
1948,-0.99471797,-2.08890773
1949,-0.99109924,-2.08130840
1950,-0.98654681,-2.07174829
1951,-0.98106496,-2.06023642
1952,-0.97465887,-2.04678364
1953,-0.96733457,-2.03140261
1954,-0.95909896,-2.01410782
1955,-0.94995980,-1.99491558
1956,-0.93992569,-1.97384396
1957,-0.92900610,-1.95091281
1958,-0.91721130,-1.92614373
1959,-0.90455241,-1.89956007
1960,-0.89104136,-1.87118685
1961,-0.87669087,-1.84105083
1962,-0.86151446,-1.80918037
1963,-0.84552644,-1.77560551
1964,-0.82874185,-1.74035789
1965,-0.81117652,-1.70347070
1966,-0.79284700,-1.66497869
1967,-0.77377054,-1.62491813
1968,-0.75396513,-1.58332677
1969,-0.73344942,-1.54024377
1970,-0.71224273,-1.49570974
1971,-0.69036506,-1.44976662
1972,-0.66783700,-1.40245770
1973,-0.64467978,-1.35382754
1974,-0.62091522,-1.30392196
1975,-0.59656570,-1.25278798
1976,-0.57165417,-1.20047376
1977,-0.54620410,-1.14702860
1978,-0.52023945,-1.09250284
1979,-0.49378469,-1.03694785
1980,-0.46686475,-0.98041597
1981,-0.43950498,-0.92296045
1982,-0.41173115,-0.86463542
1983,-0.38356945,-0.80549584
1984,-0.35504639,-0.74559741
1985,-0.32618884,-0.68499656
1986,-0.29702400,-0.62375039
1987,-0.26757933,-0.56191659
1988,-0.23788258,-0.49955343
1989,-0.20796173,-0.43671963
1990,-0.17784496,-0.37347442
1991,-0.14756064,-0.30987735
1992,-0.11713731,-0.24598836
1993,-0.08660363,-0.18186762
1994,-0.05598836,-0.11757555
1995,-0.02532034,-0.05317272
1996,0.00537153,0.01128021
1997,0.03605834,0.07572252
1998,0.06671118,0.14009348
1999,0.09730117,0.20433247
2000,0.12779950,0.26837895
2001,0.15817743,0.33217260
2002,0.18840634,0.39565332
2003,0.21845776,0.45876130
2004,0.24830337,0.52143708
2005,0.27791506,0.58362163
2006,0.30726493,0.64525636
2007,0.33632533,0.70628320
2008,0.36506889,0.76664466
2009,0.39346851,0.82628388
2010,0.42149746,0.88514467
2011,0.44912932,0.94317158
2012,0.47633806,1.00030994
2013,0.50309806,1.05650592
2014,0.52938409,1.11170658
2015,0.55517139,1.16585993
2016,0.58043568,1.21891493
2017,0.60515315,1.27082161
2018,0.62930051,1.32153108
2019,0.65285502,1.37099554
2020,0.67579448,1.41916842
2021,0.69809729,1.46600431
2022,0.71974243,1.51145911
2023,0.74070952,1.55548998
2024,0.76097879,1.59805545
2025,0.78053115,1.63911542
2026,0.79934819,1.67863120
2027,0.81741218,1.71656557
2028,0.83470609,1.75288279
2029,0.85121364,1.78754864
2030,0.86691927,1.82053048
2031,0.88180820,1.85179721
2032,0.89586638,1.88131940
2033,0.90908059,1.90906923
2034,0.92143836,1.93502055
2035,0.93292806,1.95914892
2036,0.94353886,1.98143160
2037,0.95326077,2.00184761
2038,0.96208462,2.02037771
2039,0.97000211,2.03700444
2040,0.97700578,2.05171214
2041,0.98308902,2.06448695
2042,0.98824611,2.07531684
2043,0.99247219,2.08419161
2044,0.99576328,2.09110289
2045,0.99811627,2.09604418
2046,0.99952896,2.09901081
2047,1.00000000,2.10000000
2048,0.99952896,2.09901081
2049,0.99811627,2.09604418
2050,0.99576328,2.09110289
2051,0.99247219,2.08419161
2052,0.98824611,2.07531684
2053,0.98308902,2.06448695
2054,0.97700578,2.05171214
2055,0.97000211,2.03700444
2056,0.96208462,2.02037771
2057,0.95326077,2.00184761
2058,0.94353886,1.98143160
2059,0.93292806,1.95914892
2060,0.92143836,1.93502055
2061,0.90908059,1.90906923
2062,0.89586638,1.88131940
2063,0.88180820,1.85179721
2064,0.86691927,1.82053048
2065,0.85121364,1.78754864
2066,0.83470609,1.75288279
2067,0.81741218,1.71656557
2068,0.79934819,1.67863120
2069,0.78053115,1.63911542
2070,0.76097879,1.59805545
2071,0.74070952,1.55548998
2072,0.71974243,1.51145911
2073,0.69809729,1.46600431
2074,0.67579448,1.41916842
2075,0.65285502,1.37099554
2076,0.62930051,1.32153108
2077,0.60515315,1.27082161
2078,0.58043568,1.21891493
2079,0.55517139,1.16585993
2080,0.52938409,1.11170658
2081,0.50309806,1.05650592
2082,0.47633806,1.00030994
2083,0.44912932,0.94317158
2084,0.42149746,0.88514467
2085,0.39346851,0.82628388
2086,0.36506889,0.76664466
2087,0.33632533,0.70628320
2088,0.30726493,0.64525636
2089,0.27791506,0.58362163
2090,0.24830337,0.52143708
2091,0.21845776,0.45876130
2092,0.18840634,0.39565332
2093,0.15817743,0.33217260
2094,0.12779950,0.26837895
2095,0.09730117,0.20433247
2096,0.06671118,0.14009348
2097,0.03605834,0.07572252
2098,0.00537153,0.01128021
2099,-0.02532034,-0.05317272
2100,-0.05598836,-0.11757555
2101,-0.08660363,-0.18186762
2102,-0.11713731,-0.24598836
2103,-0.14756064,-0.30987735
2104,-0.17784496,-0.37347442
2105,-0.20796173,-0.43671963
2106,-0.23788258,-0.49955343
2107,-0.26757933,-0.56191659
2108,-0.29702400,-0.62375039
2109,-0.32618884,-0.68499656
2110,-0.35504639,-0.74559741
2111,-0.38356945,-0.80549584
2112,-0.41173115,-0.86463542
2113,-0.43950498,-0.92296045
2114,-0.46686475,-0.98041597
2115,-0.49378469,-1.03694785
2116,-0.52023945,-1.09250284
2117,-0.54620410,-1.14702860
2118,-0.57165417,-1.20047376
2119,-0.59656570,-1.25278798
2120,-0.62091522,-1.30392196
2121,-0.64467978,-1.35382754
2122,-0.66783700,-1.40245770
2123,-0.69036506,-1.44976662
2124,-0.71224273,-1.49570974
2125,-0.73344942,-1.54024377
2126,-0.75396513,-1.58332677
2127,-0.77377054,-1.62491813
2128,-0.79284700,-1.66497869
2129,-0.81117652,-1.70347070
2130,-0.82874185,-1.74035789
2131,-0.84552644,-1.77560551
2132,-0.86151446,-1.80918037
2133,-0.87669087,-1.84105083
2134,-0.89104136,-1.87118685
2135,-0.90455241,-1.89956007
2136,-0.91721130,-1.92614373
2137,-0.92900610,-1.95091281
2138,-0.93992569,-1.97384396
2139,-0.94995980,-1.99491558
2140,-0.95909896,-2.01410782
2141,-0.96733457,-2.03140261
2142,-0.97465887,-2.04678364
2143,-0.98106496,-2.06023642
2144,-0.98654681,-2.07174829
2145,-0.99109924,-2.08130840
2146,-0.99471797,-2.08890773
2147,-0.99739959,-2.09453914
2148,-0.99914158,-2.09819732
2149,-0.99994229,-2.09987882
2150,-0.99980098,-2.09958205
2151,-0.99871776,-2.09730730
2152,-0.99669367,-2.09305670
2153,-0.99373061,-2.08683428
2154,-0.98983137,-2.07864587
2155,-0.98499962,-2.06849921
2156,-0.97923992,-2.05640384
2157,-0.97255770,-2.04237117
2158,-0.96495924,-2.02641441
2159,-0.95645171,-2.00854860
2160,-0.94704312,-1.98879056
2161,-0.93674234,-1.96715892
2162,-0.92555907,-1.94367404
2163,-0.91350384,-1.91835806
2164,-0.90058801,-1.89123482
2165,-0.88682375,-1.86232988
2166,-0.87222403,-1.83167047
2167,-0.85680260,-1.79928547
2168,-0.84057399,-1.76520539
2169,-0.82355349,-1.72946233
2170,-0.80575713,-1.69208998
2171,-0.78720168,-1.65312353
2172,-0.76790462,-1.61259970
2173,-0.74788413,-1.57055667
2174,-0.72715907,-1.52703404
2175,-0.70574896,-1.48207281
2176,-0.68367397,-1.43571535
2177,-0.66095491,-1.38800532
2178,-0.63761318,-1.33898767
2179,-0.61367075,-1.28870858
2180,-0.58915020,-1.23721542
2181,-0.56407462,-1.18455670
2182,-0.53846763,-1.13078202
2183,-0.51235336,-1.07594205
2184,-0.48575641,-1.02008845
2185,-0.45870183,-0.96327385
2186,-0.43121512,-0.90555176
2187,-0.40332217,-0.84697656
2188,-0.37504925,-0.78760343
2189,-0.34642301,-0.72748832
2190,-0.31747041,-0.66668786
2191,-0.28821872,-0.60525931
2192,-0.25869551,-0.54326056
2193,-0.22892858,-0.48075002
2194,-0.19894598,-0.41778656
2195,-0.16877596,-0.35442952
2196,-0.13844694,-0.29073857
2197,-0.10798749,-0.22677373
2198,-0.07742630,-0.16259524
2199,-0.04679218,-0.09826357
2200,-0.01611397,-0.03383934
2201,0.01457942,0.03061678
2202,0.04525907,0.09504406
2203,0.07589609,0.15938179
2204,0.10646161,0.22356937
2205,0.13692683,0.28754634
2206,0.16726305,0.35125241
2207,0.19744170,0.41462756
2208,0.22743434,0.47761211
2209,0.25721272,0.54014670
2210,0.28674878,0.60217243
2211,0.31601470,0.66363087
2212,0.34498291,0.72446410
2213,0.37362611,0.78461483
2214,0.40191733,0.84402639
2215,0.42982991,0.90264280
2216,0.45733755,0.96040885
2217,0.48441434,1.01727011
2218,0.51103477,1.07317301
2219,0.53717376,1.12806490
2220,0.56280669,1.18189405
2221,0.58790941,1.23460976
2222,0.61245827,1.28616236
2223,0.63643014,1.33650328
2224,0.65980243,1.38558511
2225,0.68255314,1.43336160
2226,0.70466083,1.47978774
2227,0.72610467,1.52481980
2228,0.74686445,1.56841534
2229,0.76692062,1.61053331
2230,0.78625429,1.65113402
2231,0.80484725,1.69017922
2232,0.82268196,1.72763212
2233,0.83974165,1.76345746
2234,0.85601022,1.79762146
2235,0.87147236,1.83009195
2236,0.88611350,1.86083835
2237,0.89991984,1.88983167
2238,0.91287839,1.91704461
2239,0.92497692,1.94245154
2240,0.93620405,1.96602851
2241,0.94654920,1.98775331
2242,0.95600261,2.00760549
2243,0.96455539,2.02556633
2244,0.97219948,2.04161891
2245,0.97892767,2.05574812
2246,0.98473363,2.06794063
2247,0.98961189,2.07818498
2248,0.99355785,2.08647149
2249,0.99656780,2.09279237
2250,0.99863889,2.09714167
2251,0.99976918,2.09951528
2252,0.99995760,2.09991097
2253,0.99920398,2.09832836
2254,0.99750903,2.09476895
2255,0.99487433,2.08923609
2256,0.99130238,2.08173500
2257,0.98679654,2.07227273
2258,0.98136105,2.06085821
2259,0.97500104,2.04750218
2260,0.96772249,2.03221724
2261,0.95953227,2.01501777
2262,0.95043809,1.99591999
2263,0.94044851,1.97494188
2264,0.92957295,1.95210320
2265,0.91782166,1.92742548
2266,0.90520570,1.90093197
2267,0.89173696,1.87264761
2268,0.87742812,1.84259906
2269,0.86229268,1.81081463
2270,0.84634488,1.77732425
2271,0.82959976,1.74215949
2272,0.81207308,1.70535346
2273,0.79378136,1.66694085
2274,0.77474183,1.62695784
2275,0.75497243,1.58544209
2276,0.73449178,1.54243273
2277,0.71331917,1.49797026
2278,0.69147456,1.45209658
2279,0.66897852,1.40485490
2280,0.64585225,1.35628972
2281,0.62211753,1.30644681
2282,0.59779672,1.25537311
2283,0.57291274,1.20311675
2284,0.54748902,1.14972695
2285,0.52154953,1.09525401
2286,0.49511869,1.03974924
2287,0.46822140,0.98326494
2288,0.44088301,0.92585433
2289,0.41312928,0.86757148
2290,0.38498634,0.80847131
2291,0.35648071,0.74860948
2292,0.32763924,0.68804241
2293,0.29848911,0.62682714
2294,0.26905778,0.56502134
2295,0.23937298,0.50268325
2296,0.20946266,0.43987159
2297,0.17935501,0.37664553
2298,0.14907840,0.31306464
2299,0.11866134,0.24918881
2300,0.08813249,0.18507823
2301,0.05752061,0.12079329
2302,0.02685455,0.05639455
2303,-0.00383682,-0.00805731
2304,-0.03452457,-0.07250159
2305,-0.06517979,-0.13687756
2306,-0.09577361,-0.20112459
2307,-0.12627721,-0.26518213
2308,-0.15666184,-0.32898986
2309,-0.18689888,-0.39248764
2310,-0.21695984,-0.45561567
2311,-0.24681642,-0.51831447
2312,-0.27644047,-0.58052498
2313,-0.30580409,-0.64218858
2314,-0.33487961,-0.70324719
2315,-0.36363965,-0.76364327
2316,-0.39205712,-0.82331994
2317,-0.42010523,-0.88222098
2318,-0.44775756,-0.94029088
2319,-0.47498807,-0.99747496
2320,-0.50177111,-1.05371932
2321,-0.52808143,-1.10897100
2322,-0.55389425,-1.16317793
2323,-0.57918526,-1.21628904
2324,-0.60393062,-1.26825431
2325,-0.62810704,-1.31902478
2326,-0.65169172,-1.36855261
2327,-0.67466245,-1.41679115
2328,-0.69699760,-1.46369496
2329,-0.71867611,-1.50921984
2330,-0.73967757,-1.55332290
2331,-0.75998219,-1.59596261
2332,-0.77957085,-1.63709878
2333,-0.79842508,-1.67669267
2334,-0.81652713,-1.71470697
2335,-0.83385994,-1.75110587
2336,-0.85040718,-1.78585508
2337,-0.86615327,-1.81892187
2338,-0.88108337,-1.85027507
2339,-0.89518341,-1.87988516
2340,-0.90844012,-1.90772424
2341,-0.92084099,-1.93376608
2342,-0.93237436,-1.95798615
2343,-0.94302935,-1.98036163
2344,-0.95279593,-2.00087145
2345,-0.96166489,-2.01949627
2346,-0.96962788,-2.03621855
2347,-0.97667740,-2.05102255
2348,-0.98280681,-2.06389431
2349,-0.98801033,-2.07482170
2350,-0.99228307,-2.08379444
2351,-0.99562098,-2.09080407
2352,-0.99802094,-2.09584398
2353,-0.99948068,-2.09890943
2354,-0.99999882,-2.09999753
2355,-0.99957488,-2.09910725
2356,-0.99820926,-2.09623944
2357,-0.99590323,-2.09139679
2358,-0.99265898,-2.08458387
2359,-0.98847957,-2.07580709
2360,-0.98336892,-2.06507473
2361,-0.97733185,-2.05239689
2362,-0.97037406,-2.03778552
2363,-0.96250209,-2.02125439
2364,-0.95372336,-2.00281906
2365,-0.94404614,-1.98249690
2366,-0.93347956,-1.96030707
2367,-0.92203355,-1.93627046
2368,-0.90971891,-1.91040972
2369,-0.89654724,-1.88274921
2370,-0.88253095,-1.85331499
2371,-0.86768324,-1.82213480
2372,-0.85201809,-1.78923800
2373,-0.83555028,-1.75465558
2374,-0.81829530,-1.71842013
2375,-0.80026942,-1.68056578
2376,-0.78148962,-1.64112820
2377,-0.76197359,-1.60014454
2378,-0.74173971,-1.55765340
2379,-0.72080706,-1.51369482
2380,-0.69919534,-1.46831022
2381,-0.67692492,-1.42154234
2382,-0.65401678,-1.37343524
2383,-0.63049250,-1.32403426
2384,-0.60637425,-1.27338592
2385,-0.58168474,-1.22153795
2386,-0.55644723,-1.16853918
2387,-0.53068550,-1.11443955
2388,-0.50442382,-1.05929003
2389,-0.47768693,-1.00314256
2390,-0.45050002,-0.94605005
2391,-0.42288870,-0.88806628
2392,-0.39487899,-0.82924587
2393,-0.36649726,-0.76964425
2394,-0.33777026,-0.70931755
2395,-0.30872506,-0.64832262
2396,-0.27938901,-0.58671691
2397,-0.24978975,-0.52455847
2398,-0.21995516,-0.46190585
2399,-0.18991337,-0.39881807
2400,-0.15969265,-0.33535457
2401,-0.12932150,-0.27157514
2402,-0.09882851,-0.20753986
2403,-0.06824241,-0.14330907
2404,-0.03759203,-0.07894326
2405,-0.00690623,-0.01450308
2406,0.02378607,0.04995076
2407,0.05445597,0.11435754
2408,0.08507456,0.17865659
2409,0.11561301,0.24278732
2410,0.14604254,0.30668934
2411,0.17633449,0.37030242
2412,0.20646031,0.43356665
2413,0.23639163,0.49642242
2414,0.26610025,0.55881052
2415,0.29555818,0.62067218
2416,0.32473767,0.68194910
2417,0.35361123,0.74258358
2418,0.38215165,0.80251847
2419,0.41033206,0.86169733
2420,0.43812590,0.92006440
2421,0.46550699,0.97756468
2422,0.49244953,1.03414402
2423,0.51892815,1.08974911
2424,0.54491788,1.14432756
2425,0.57039426,1.19782795
2426,0.59533328,1.25019989
2427,0.61971145,1.30139404
2428,0.64350579,1.35136216
2429,0.66669390,1.40005719
2430,0.68925393,1.44743324
2431,0.71116462,1.49344569
2432,0.73240533,1.53805119
2433,0.75295605,1.58120771
2434,0.77279743,1.62287460
2435,0.79191077,1.66301261
2436,0.81027805,1.70158391
2437,0.82788199,1.73855218
2438,0.84470600,1.77388259
2439,0.86073421,1.80754185
2440,0.87595155,1.83949825
2441,0.89034366,1.86972169
2442,0.90389700,1.89818369
2443,0.91659878,1.92485745
2444,0.92843706,1.94971782
2445,0.93940066,1.97274139
2446,0.94947928,1.99390648
2447,0.95866340,2.01319313
2448,0.96694438,2.03058319
2449,0.97431441,2.04606027
2450,0.98076656,2.05960978
2451,0.98629475,2.07121897
2452,0.99089376,2.08087689
2453,0.99455926,2.08857445
2454,0.99728781,2.09430440
2455,0.99907683,2.09806134
2456,0.99992463,2.09984172
2457,0.99983042,2.09964387
2458,0.99879428,2.09746799
2459,0.99681719,2.09331611
2460,0.99390102,2.08719215
2461,0.99004851,2.07910187
2462,0.98526329,2.06905291
2463,0.97954987,2.05705472
2464,0.97291363,2.04311862
2465,0.96536082,2.02725772
2466,0.95689856,2.00948697
2467,0.94753482,1.98982312
2468,0.93727842,1.96828469
2469,0.92613903,1.94489196
2470,0.91412714,1.91966699
2471,0.90125406,1.89263352
2472,0.88753192,1.86381703
2473,0.87297365,1.83324467
2474,0.85759297,1.80094524
2475,0.84140436,1.76694916
2476,0.82442308,1.73128847
2477,0.80666512,1.69399675
2478,0.78814722,1.65510915
2479,0.76888681,1.61466230
2480,0.74890205,1.57269430
2481,0.72821175,1.52924468
2482,0.70683542,1.48435439
2483,0.68479320,1.43806571
2484,0.66210583,1.39042225
2485,0.63879471,1.34146890
2486,0.61488179,1.29125177
2487,0.59038960,1.23981817
2488,0.56534122,1.18721655
2489,0.53976023,1.13349648
2490,0.51367074,1.07870856
2491,0.48709733,1.02290440
2492,0.46006504,0.96613658
2493,0.43259932,0.90845858
2494,0.40472606,0.84992473
2495,0.37647151,0.79059018
2496,0.34786230,0.73051083
2497,0.31892537,0.66974328
2498,0.28968798,0.60834477
2499,0.26017769,0.54637314
2500,0.23042228,0.48388679
2501,0.20044980,0.42094458
2502,0.17028848,0.35760580
2503,0.13996673,0.29393013
2504,0.10951312,0.22997754
2505,0.07895634,0.16580830
2506,0.04832517,0.10148286
2507,0.01764848,0.03706181
2508,-0.01304484,-0.02739416
2509,-0.04372586,-0.09182431
2510,-0.07436570,-0.15616797
2511,-0.10493547,-0.22036450
2512,-0.13540639,-0.28435342
2513,-0.16574974,-0.34807446
2514,-0.19593695,-0.41146759
2515,-0.22593956,-0.47447308
2516,-0.25572932,-0.53703157
2517,-0.28527816,-0.59908414
2518,-0.31455825,-0.66057232
2519,-0.34354199,-0.72143818
2520,-0.37220209,-0.78162438
2521,-0.40051154,-0.84107423
2522,-0.42844368,-0.89973172
2523,-0.45597218,-0.95754158
2524,-0.48307113,-1.01444936
2525,-0.50971497,-1.07040144
2526,-0.53587863,-1.12534512
2527,-0.56153744,-1.17922862
2528,-0.58666723,-1.23200119
2529,-0.61124434,-1.28361310
2530,-0.63524560,-1.33401575
2531,-0.65864840,-1.38316164
2532,-0.68143070,-1.43100448
2533,-0.70357104,-1.47749919
2534,-0.72504855,-1.52260196
2535,-0.74584301,-1.56627032
2536,-0.76593482,-1.60846312
2537,-0.78530505,-1.64914061
2538,-0.80393546,-1.68826447
2539,-0.82180850,-1.72579785
2540,-0.83890732,-1.76170537
2541,-0.85521582,-1.79595322
2542,-0.87071863,-1.82850913
2543,-0.88540116,-1.85934243
2544,-0.89924956,-1.88842407
2545,-0.91225079,-1.91572665
2546,-0.92439260,-1.94122446
2547,-0.93566356,-1.96489347
2548,-0.94605304,-1.98671139
2549,-0.95555126,-2.00665765
2550,-0.96414927,-2.02471347
2551,-0.97183897,-2.04086184
2552,-0.97861312,-2.05508755
2553,-0.98446533,-2.06737719
2554,-0.98939009,-2.07771918
2555,-0.99338276,-2.08610379
2556,-0.99643958,-2.09252311
2557,-0.99855767,-2.09697110
2558,-0.99973503,-2.09944356
2559,-0.99997056,-2.09993817
2560,-0.99926403,-2.09845446
2561,-0.99761611,-2.09499383
2562,-0.99502835,-2.08955953
2563,-0.99150319,-2.08215670
2564,-0.98704395,-2.07279229
2565,-0.98165483,-2.06147514
2566,-0.97534091,-2.04821591
2567,-0.96810813,-2.03302708
2568,-0.95996332,-2.01592297
2569,-0.95091414,-1.99691969
2570,-0.94096912,-1.97603514
2571,-0.93013762,-1.95328900
2572,-0.91842986,-1.92870270
2573,-0.90585685,-1.90229939
2574,-0.89243046,-1.87410396
2575,-0.87816331,-1.84414296
2576,-0.86306887,-1.81244462
2577,-0.84716134,-1.77903881
2578,-0.83045571,-1.74395699
2579,-0.81296772,-1.70723222
2580,-0.79471385,-1.66889909
2581,-0.77571129,-1.62899371
2582,-0.75597795,-1.58755369
2583,-0.73553240,-1.54461805
2584,-0.71439393,-1.50022725
2585,-0.69258244,-1.45442312
2586,-0.67011847,-1.40724879
2587,-0.64702320,-1.35874871
2588,-0.62331837,-1.30896858
2589,-0.59902633,-1.25795529
2590,-0.57416995,-1.20575690
2591,-0.54877266,-1.15242258
2592,-0.52285838,-1.09800259
2593,-0.49645152,-1.04254818
2594,-0.46957696,-0.98611161
2595,-0.44226001,-0.92874603
2596,-0.41452643,-0.87050549
2597,-0.38640232,-0.81144487
2598,-0.35791419,-0.75161980
2599,-0.32908887,-0.69108663
2600,-0.29995353,-0.62990241
2601,-0.27053560,-0.56812476
2602,-0.24086281,-0.50581189
2603,-0.21096310,-0.44302251
2604,-0.18086465,-0.37981576
2605,-0.15059580,-0.31625119
2606,-0.12018509,-0.25238868
2607,-0.08966115,-0.18828841
2608,-0.05905274,-0.12401075
2609,-0.02838869,-0.05961626
2610,0.00230209,0.00483440
2611,0.03299071,0.06928049
2612,0.06364825,0.13366132
2613,0.09424583,0.19791623
2614,0.12475461,0.26198469
2615,0.15514587,0.32580633
2616,0.18539097,0.38932104
2617,0.21546142,0.45246897
2618,0.24532888,0.51519064
2619,0.27496522,0.57742696
2620,0.30434252,0.63911929
2621,0.33343310,0.70020951
2622,0.36220956,0.76064008
2623,0.39064479,0.82035407
2624,0.41871200,0.87929521
2625,0.44638475,0.93740797
2626,0.47363696,0.99463763
2627,0.50044297,1.05093024
2628,0.52677752,1.10623280
2629,0.55261580,1.16049318
2630,0.57793347,1.21366029
2631,0.60270668,1.26568402
2632,0.62691208,1.31651538
2633,0.65052689,1.36610646
2634,0.67352884,1.41441055
2635,0.69589626,1.46138216
2636,0.71760810,1.50697701
2637,0.73864389,1.55115217
2638,0.75898381,1.59386600
2639,0.77860871,1.63507829
2640,0.79750009,1.67475019
2641,0.81564016,1.71284433
2642,0.83301182,1.74932483
2643,0.84959872,1.78415731
2644,0.86538522,1.81730897
2645,0.88035646,1.84874857
2646,0.89449833,1.87844649
2647,0.90779751,1.90637476
2648,0.92024146,1.93250706
2649,0.93181846,1.95681878
2650,0.94251762,1.97928700
2651,0.95232884,1.99989057
2652,0.96124289,2.01861007
2653,0.96925137,2.03542788
2654,0.97634673,2.05032813
2655,0.98252229,2.06329681
2656,0.98777223,2.07432168
2657,0.99209160,2.08339236
2658,0.99547634,2.09050032
2659,0.99792326,2.09563884
2660,0.99943005,2.09880310
2661,0.99999529,2.09999011
2662,0.99961845,2.09919875
2663,0.99829989,2.09642976
2664,0.99604084,2.09168576
2665,0.99284344,2.08497121
2666,0.98871069,2.07629245
2667,0.98364650,2.06565764
2668,0.97765562,2.05307681
2669,0.97074372,2.03856181
2670,0.96291729,2.02212630
2671,0.95418371,2.00378579
2672,0.94455121,1.98355753
2673,0.93402886,1.96146060
2674,0.92262658,1.93751581
2675,0.91035510,1.91174571
2676,0.89722599,1.88417459
2677,0.88325162,1.85482841
2678,0.86844516,1.82373483
